web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1555502361-460,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@alomut,M. O,"ونحن نتكلم عن منشآت ضخمه جاري إنشاءها كالمركز المالي والمولات والحدائق والمدن الطبيه والمستشفيات في شمال الرياض.. والكثير من المنشآت بحسب #رؤية_2030 ، كلها تحتاج لموظفين بعشرات الألوف ومساكن لهم ..تطوير الضواحي وتعميد شركة @ALKAHRABA  كبداية سينقذنا من ازدحامات مروريه متوقعه",,1,1,1.55466E+12,4/7/2019 11:24,/alomut/status/1114957026743017472
1555502361-814,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@ahmadalrabai,أحمد الرباعي,"رغم الأنوف .. ستتحقق #رؤية_2030 ، وسنفخر بها أمام العالم أجمع ، وسنذكر للأجيال أن محمد بن سلمان هو عرّابها وسيدها . pic.twitter.com/AnW1HWWv8B",132,605,869,1.51742E+12,1/31/2018 8:52,/ahmadalrabai/status/958744841365671936
1555502361-806,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@STCBusiness,STC أعمال,"وقعت شركة الاتصالات السعودية مذكرة تفاهم مع مسك الخيرية @MiskKSA لتمكين شباب الوطن في قطاع الاتصالات وتقنية المعلومات من التبادل المعرفي في عدة مجالات مختلفة، كالإبداع الرقمي والتواصل المجتمعي والبرامج التدريبية، بما يحقق أهداف #رؤية_2030 ومواكبة التحول الرقمي pic.twitter.com/NuQGMI0ZBg",22,53,57,1.5181E+12,2/8/2018 7:01,/STCBusiness/status/961615894094008320
1555502361-881,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hureyaksa,نحو الحرية,"فصل 1047 موظف سعودي في المدينة الإقتصادية بجازان

هذا جزء بسيط من نتائج #رؤية_2030 التي وعد الكذاب ابن سلمان بأنها ستحل مشكلة البطالة pic.twitter.com/OGR8ekasil",20,166,136,1.50964E+12,11/2/2017 9:15,/hureyaksa/status/926120490011213825
1555502361-1050,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hukusfof,حقوق الضعوف,"استقدام اجنبي ""لبناني"" بـ 40 الف وعندنا اكثر من 5000 مهندس سعودي عاطل !
هل هي #رؤية_2030 ؟؟!!

#انت_سعودي_ماعنا_وظيفه_لكpic.twitter.com/1UytFDDdb4",49,665,133,1.488E+12,2/24/2017 22:17,/hukusfof/status/835373085926821888
1555502361-1245,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@1saz__x,Sara 𖤍,#رويه_2030 ي جماعه تقل عين جتنا نبغى طيرات ترش مويا مقري فيه ع السعوديه,10,38,22,1.47491E+12,9/26/2016 10:23,/1saz__x/status/780457707090378752
1555502361-1261,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@makkahregion,إمارة منطقة مكة,"وكيل #إمارة_مكة في افتتاح ورشة #التكامل_الحقوقي :
استكمالاً لمسيرة التنمية و #رؤية_2030 تطلق #إمارة_منطقة_مكة مشروع #وعي_حقوقي_وتميز_مؤسسي",,19,10,1.47427E+12,9/19/2016 1:05,/makkahregion/status/777780623264063488
1555502361-874,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@RafalCommunitie,رافال,The Kingdom Digital Enterprise Transformation Show @KingdomDigital1 took place at Burj Rafal under the guidance of H.R.H Prince Mohammad bin Salman Al Saud supporting the digital transformation movement within Saudi Arabia in line with #Vision_2030 #KDS2017pic.twitter.com/1uQUW563Tp,,4,11,1.51015E+12,11/8/2017 6:48,/RafalCommunitie/status/928272968022716417
1555502361-1347,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@DiceMandA,Dice Marketing,"Looking forward to Vision 2030

 #السعودية #الرياض #رؤية_٢٠٣٠ #المملكة_العربية_السعودية #محمد_بن_سلمان #رؤية_2030 pic.twitter.com/vcz3XEqJ1J",,2,2,1.46185E+12,4/28/2016 5:42,/DiceMandA/status/725666400354881536
1555502361-859,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@MAlnefaie,Meznah Alnefaie,"#Women_entrepreneurship in #Saudi_Arabia is a subject that is attracting great interest, with an increasing focus on the role of #Saudi_Entrepreneurial_women in economic development and #vision_2030",,1,1,1.5119E+12,11/28/2017 12:00,/MAlnefaie/status/935599368757014529
1555502361-1051,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiProject,مشاريع السعودية,"الاسبوع القادم #الملك_سلمان سيقوم بزيارة تاريخية لـ #شرق_اسيا تستغرق 31 يوم ، سيتخللها توقيع شراكات استراتيجية ضخمة سعياً لتحقيق #رؤية_2030 pic.twitter.com/oN0ZPTyCXi",34,518,227,1.48796E+12,2/24/2017 9:11,/SaudiProject/status/835175424594427906
1555502361-576,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Lebanon1Tarek,Tarek Abou Zeinab,الشعب السعودي هزم جميع المؤامرت الكثيرة التي كانت تحاك في السرّ والعلن ضدّ #رؤية_2030 و التي برز أعداؤها بشكل فاضح  عند بدء بالنهوض الاقتصادي في #المملكة_العربية_السعودية #السعودية_انتصرت,3,91,98,1.54274E+12,11/20/2018 10:43,/Lebanon1Tarek/status/1064952347338698757
1555502361-771,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@9977822,نستاهلك 🇸🇦,"قلنا أن قرار إلزام طلاب الجامعة بالزي الوطني 
سيغضب "" الذين يحملون الجنسيه ولايحملون الإنتماء ""  ..... وفعلاً هذا ماحصل 

اخبروا العميل خاشقجي أن من ركائز #رؤية_2030  تعزيز الهوية الوطنية pic.twitter.com/yiltSEa8oT",13,254,87,1.52096E+12,3/13/2018 9:41,/9977822/status/973600033286193152
1555502361-759,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Badermasaker,بدر العساكر Bader Al Asaker,"سمو #ولي_العهد الأمير #محمد_بن_سلمان يلتقي عمدة لوس انجلوس ويتبادلان الأحاديث الودية،ومجالات التعاون الاقتصادي ضمن #رؤية_2030.
#ولي_العهد_في_لوس_انجلوس
#CrownPrinceinLApic.twitter.com/UwRfBgHogf",65,477,488,1.52279E+12,4/3/2018 13:59,/Badermasaker/status/981274968301457408
1555502361-977,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiProject,مشاريع السعودية,"#الرياض العاصمة السياسية الأهم في المنطقة تعيد صياغة العلاقات الإسلامية الأمريكية وتوقع اتفاقيات استراتيجية لتحقيق #رؤية_2030
#قمة_الرياضpic.twitter.com/vm4QuGC79D",9,241,169,1.49538E+12,5/21/2017 8:50,/SaudiProject/status/866320352191950848
1555502361-607,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@wa6ani_1,مغردون للوطن,"الإعلامي اللبناني طارق أبو زينب : 

العنوان #جمال_خاشقجي أما هدفهم الحقيقي النيل من #السعودية #رؤية_2030 .
.
#jamalkhashoggi
#khashoggi
 
@tarekabuzeinabpic.twitter.com/zetYUb4mNS",5,127,81,1.53946E+12,10/13/2018 13:04,/wa6ani_1/status/1051202051319980037
1555502361-389,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@emara_hail,إمارة منطقة حائل,"فيديو : حائل تواكب التوجهات الإستراتيجية والخطط التنفيذية لتطبيق برامج ومستهدفات رؤية المملكة 2030
#رؤية_2030
#رؤية_السعودية_2030
#برنامج_جودة_الحياةpic.twitter.com/6TgzViCcwD",8,71,87,1.55507E+12,4/12/2019 4:35,/emara_hail/status/1116666184294903808
1555502361-922,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hureyaksa,نحو الحرية,"فصل جماعي للمهندسين في الجوف 

مع #رؤية_2030 مش حتقدر تغمض عينيك يا شعب pic.twitter.com/JQdUIay5gJ",12,203,113,1.5048E+12,9/7/2017 9:20,/hureyaksa/status/905828027703033860
1555502361-1265,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"شعار #رؤية_2030 على قمصان فرق ""دوري جميل"" بدءاً من الجولة الثالثة .

#السعودية #الرياضة #دوري_جميل

-pic.twitter.com/CsxWAcB8aH",18,92,109,1.47383E+12,9/13/2016 22:44,/SaudiNews50/status/775933335704997888
1555502361-568,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@JumaanQahtani,ابو طلال Abu Talal,"I, as millions of Saudis,  support our Crown Prince Mohammed Bin Salaman in his efforts to:
 Fight corruption,  
Modernise the country,  
Developing our economy 
and generating better future for our children. 

#G20Summit 
#love_MBS
#vision_2030
#Saudi_Arabiapic.twitter.com/x2SV0d4W3w",4,1,3,1.54356E+12,11/29/2018 22:42,/JumaanQahtani/status/1068394855238443008
1555502361-423,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@emara_hail,إمارة منطقة حائل,"الأمير عبدالعزيز بن سعد يناقش الاستعدادات لموسم حائل 2019 م
#مواسم_السعودية
#جودة_الحياة
#رؤية_٢٠٣٠
http://hail.gov.sa/ar/mobilesite/pages/NewsItem.aspx?NewsID=700 …pic.twitter.com/v2arEbaeWN",,32,23,1.55483E+12,4/9/2019 9:04,/emara_hail/status/1115646598208475139
1555502361-707,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@DavidKampmann2,David Kampmann,In view of the upcoming meeting between #Russia's #VladimirPutin and #SaudiArabia's Crown Prince #MohammedbinSalman #MbS #KSA #Trump #السعودية #قيادة_المرأة_للسيارة #رؤية_٢٠٣٠ #بوتين #روسيا2018 #المملكة_العربية_السعودية  #محمد_بن_سلمانhttps://fromthegulftothesahel.wordpress.com/2017/10/14/muhammad-bin-salmans-vision-2030-diversification-on-all-levels/ …,,,,1.52896E+12,6/14/2018 0:29,/DavidKampmann2/status/1007163191351218176
1555502361-1221,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Eip2b,مارق مرجاح البقمي,"#رويه_2030 

يمال الجنه  pic.twitter.com/rBEI4k0tJc",5,34,23,1.47492E+12,9/26/2016 14:09,/Eip2b/status/780514640652632064
1555502361-1002,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@TurkiShalhoub,تركي الشلهوب,"يُحسب للدكتور حمزة السالم أنه أول من حذّر من #رؤية_2030
وقال إنها غير قابلة للتطبيق، وأنهم سيلجأون لفرض الضرائب لأنها أسهل شيء يعملونه! pic.twitter.com/hP1nxfySfY",14,213,117,1.49278E+12,4/21/2017 7:00,/TurkiShalhoub/status/855420877520871424
1555502361-583,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@norahaldawsari,Norah Aldawsari  🇸🇦| 🇪🇬,“How can I be fully funded by my country if they are not believing in changes?”. #رؤية_2030,,,,1.54199E+12,11/11/2018 17:57,/norahaldawsari/status/1061800237709385728
1555502361-1341,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@QuraanicSchool,م ث التحفيظ بالمجمعة,#vision_2030 there will be more jobs and tourists come to saudi arabia. Muneera 1-s,,,,1.46243E+12,5/4/2016 22:41,/QuraanicSchool/status/728097192351649793
1555502361-1182,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@arabstodayEN,Arabs Today English,"#Batterjee Medical College event highlights Kingdom’s #Vision_2030
https://goo.gl/B4lBLW 
@arabstodayEN",,,,1.47611E+12,10/10/2016 7:39,/arabstodayEN/status/785490018303258624
1555502361-871,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Anbari99,عبدالرحمن العنبري,Under the leadership of King Salman and his Crown Prince Mohammad bin Salman we are moving ahead to a bright future... to the #vision_2030,1,1,6,1.51072E+12,11/14/2017 20:09,/Anbari99/status/930648905263534081
1555502361-1366,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@nevs_kevin,Nevs,"A million miles journey starts with one step...works tha same with twitter,follow one,million followers  to come #vision_2030",,,,1.43585E+12,7/2/2015 8:09,/nevs_kevin/status/616624864720486400
1555502361-388,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@barakaeq,مؤسسة بركة التجهيزات.,"بعد 28 عاما من النجاح بفضل من الله في خدمة ضيوف الرحمن اكتست مجموعة مؤسسات بركة التجهيزات حلتها الجديدة و اطلقت العنان لافضل المشاريع..
لتتعرفو علينا اكثر ندعوكم لزيارتنا في ملتقى و معرض تجهيزات الحج و العمرة
 جناح رقم (71).

@gaziradi1975
#رؤية_2030
#ملتقى_ومعرض_تجهيزات_الحجpic.twitter.com/sqTw8giCmH",2,6,10,1.55526E+12,4/14/2019 9:10,/barakaeq/status/1117460068096708610
1555502361-904,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Raaf2211,Refah Alfaisal,#رؤية_2030 in NY city https://twitter.com/saudi/status/919599736352538626 …,,,,1.50809E+12,10/15/2017 9:35,/Raaf2211/status/919602662278090752
1555502361-776,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"بيان سعودي بريطاني:
الالتزام بشراكة طويلة الأجل لدعم تحقيق #رؤية_2030. 

  #ولي_العهد_في_بريطانيا",15,48,59,1.52062E+12,3/9/2018 11:21,/SaudiNews50/status/972190538945282050
1555502361-640,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iEN_tv,قناة عين,"مع انطلاقة عام دراسي جديد ..
يعود برنامج #عين_التعليم بثوبه الجديد في موسمه الثاني
ليواكب الأحداث .. ويرصد معالم الإنجاز .. مع تطلعات المملكة الطموحة وفق #رؤية_2030

انتظرونا غداً .. pic.twitter.com/RwstPnVlsO",13,77,74,1.53609E+12,9/4/2018 12:18,/iEN_tv/status/1037057239251443712
1555502361-734,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iEN_tv,قناة عين,"عزيزي الطالب، عزيزتي الطالبة..
تذكر وأنت تستعد لـ #الاختبارات أنك من #الجيل_الجديد الحالم والطموح والذي يعول عليه سمو #ولي_العهد الأمير #محمد_بن_سلمان في إحداث تحول حقيقي للوطن وتحقيق #رؤية_2030

#قناة_عينpic.twitter.com/bgsDLeS4mb",6,100,70,1.52555E+12,5/5/2018 12:00,/iEN_tv/status/992841359424925696
1555502361-1258,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iEN_tv,قناة عين,"#فيديو |

د.محمد الحارثي
أهنئ جنود #الحد_الجنوبي بشكل خاص..
ونعمل على حزمة مشاريع ومبادرات لتطوير المناهج وفق #رؤية_2030

#رؤية_وطنpic.twitter.com/WNMH89XfUD",4,54,48,1.47465E+12,9/23/2016 11:22,/iEN_tv/status/779385371662684160
1555502361-1074,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@fahad1981,فه_ الربيعة,"تركيب أول مولد للطاقة الهوائية في #طريف. تعاون #ارامكو و #GE. نقلت بواسطة شركة GHHL. 
#رؤية_2030. عقبال 2030 مولد إن شاء الله pic.twitter.com/QynLkpM42x",11,107,37,1.48459E+12,1/16/2017 9:16,/fahad1981/status/821043475948982276
1555502361-696,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@alekhbariyatv,قناة الإخبارية,"فيديو | الأمير خالد الفيصل: #سوق_عكاظ خير من يمثل الفكر السعودي الجديد تحت مظلة #رؤية_2030
#الإخباريةpic.twitter.com/gKOPcURkrA",10,131,138,1.53013E+12,6/27/2018 11:46,/alekhbariyatv/status/1012044597931978752
