web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1555502361-1106,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Taqniya_ksa,Taqniya,“The nice thing about teamwork is that you always have others on your side.”#المنطقة_الشرقية #مقاولات #تطوير_عقارى #سباكه #كهرباء #رؤية_2030 pic.twitter.com/OFKY5aN6zX,,,1,1.48136E+12,12/10/2016 0:19,/Taqniya_ksa/status/807499852208869376
1555502361-1368,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@NewEraNewspaper,New Era Newspaper,#Geingonomics in action - http://www.newera.com.na/2014/07/17/geingonomics-in-action/ …  #NDP4 #SOEs #Vision_2030 pic.twitter.com/Xi0koGrEfz,,2,1,1.40559E+12,7/17/2014 1:31,/NewEraNewspaper/status/489688871597527040
1555502361-1285,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@HBin3agool,المعارض حسين بن عاقول,#فرض_رسوم_علي_ازاله_النفايات #رؤية_2030 No taxation without representation,,,,1.47139E+12,8/16/2016 15:28,/HBin3agool/status/765676696150441985
1555502361-973,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hureyaksa,نحو الحرية,"هذا المواطن يبكي ويقول:
والله لم نجد أي شيء نأكله
والله إننا في فقر والله إننا في فقر وعلينا ديون

هذه مجرد بداية لحصاد #رؤية_2030 pic.twitter.com/cZ0qvhR73p",51,324,179,1.49648E+12,6/3/2017 0:40,/hureyaksa/status/870907933717954560
1555502361-1208,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@misho_sa1,‏مشـﮧـﮧـا؏ـ¹ــل ✩ Exit  📵,"زوج ينظر لزوجته
'
فشعرت بالخجل
'
فأمسك بيدها وأدخلها غرفة النوم
'
فأخذ قلبها يخفق بشدة
'
وقال :
'
وين ال 20 اللي كانت بـ ثوبي
'
#رؤية_2030",13,82,58,1.47509E+12,9/28/2016 11:53,/misho_sa1/status/781205153424760832
1555502361-1037,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@i_JoLc,د. عامر الحسيني  🇸🇦,"#المقال المكاسب السريعة .. مَن المستفيد؟
د. عامر الحسيني 
  http://www.aleqt.com/2017/03/08/article_1147826.html …
#الحوكمة #CSR #رؤية_2030 #المراجعة_الداخليةpic.twitter.com/J38TelOb4x",4,23,18,1.48896E+12,3/7/2017 23:17,/i_JoLc/status/839374550622142465
1555502361-567,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@aleissaahmed,د. أحمد العيسى,"نشكر الزملاء في إدارات التعليم على جهودهم المستمرة في الميدان التعليمي نحو تحقيق #رؤية_2030..
ومبادرة مشروع #مستودعات_بلا_رجيع إحدى إنجازات إدارة تعليم القويعية المميزة لإعادة تأهيل التجهيزات المدرسية بمشاركة كوادر مهنية سعودية، خدمةً لأبنائنا الطلاب ومساهمةً في ترشيد الإنفاق.pic.twitter.com/z22lJIqEUC",357,1.2K,1.2K,1.54356E+12,11/29/2018 23:42,/aleissaahmed/status/1068409828043837440
1555502361-1222,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@ALHAMAD8888,ڛلُمْآنْ  💙,"مهما ارتفعت الاسعار و قل الدخل ..
لن تموت حتى تستوفي كامل رزقك ..
فتوكل على الله ..

الحمدللـه 
#رؤية_2030",,31,11,1.47492E+12,9/26/2016 14:07,/ALHAMAD8888/status/780514045971619841
1555502361-813,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@OKAZ_online,صحيفة عكاظ,"محادثات بين أرامكو و«قوقل» لبناء مركز بيانات
http://bit.ly/2ExMJsu 

#عكاظ #أرامكو
#جوجل #قوقل #رؤية_2030 pic.twitter.com/8MsBZ0r2CW",2,36,72,1.51753E+12,2/1/2018 17:08,/OKAZ_online/status/959231924945420288
1555502361-1211,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@KSAUHS_JD,كلية الطب - جدة,"جانب من كلمة د.سامية العمودي عن المرأة السعودية في #رؤية_2030
في احتفال #اليوم_الوطني #ksauhs
#رؤية_السعودية_2030
@drsamiapic.twitter.com/KHGg3YNtQq",,18,18,1.47508E+12,9/28/2016 9:12,/KSAUHS_JD/status/781164580915601408
1555502361-853,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@MuslimKhan_Esq,Abu Muslim™,I can see how Saudi Arabia is going viral world wide due to the recent development to open #Cinema. Up MBS's #Vision_2030,,,1,1.51302E+12,12/11/2017 12:41,/MuslimKhan_Esq/status/940320554707570688
1555502361-982,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"السعودية تسير قدماً نحو تحقيق #رؤية_2030 مع الإعلان عن إطلاق شركة وطنية للصناعات العسكرية .
.

#شركة_الصناعات_العسكرية_السعودية
.pic.twitter.com/5ejW573pC2",26,171,160,1.49505E+12,5/17/2017 13:53,/SaudiNews50/status/864946992702775296
1555502361-811,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@qr69_2002,راية الحق,#رؤية_2030 تخبط وتفحيط أضرت بمصالح الناس محطة تماني تغلق ابوابها وتعلن افلاسها والحكومة #السعودية لا تكترث لمصالح الشعب #الشعب_السعودي_يناشد_الملك #السعودية_الجديدة #الراتب_مايكفي_الحاجة #الازمه_الخليجيه #الإخبارية #المملكة_العربية_السعوديةpic.twitter.com/iDuG3sP0gS,9,58,66,1.51775E+12,2/4/2018 5:18,/qr69_2002/status/960140552120487937
1555502361-453,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iEN_tv,قناة عين,"في ختام #لقاء_قيادات_التعليم_في_المملكة، والذي استضافته إدارة #تعليم_عنيزة بعنوان #نحو_تجويد_نواتج_التعلم ..

قيادات التعليم تؤكد على استمرارها في تطوير العملية التعليمية بما يخدم #الوطن ويحقق #رؤية_2030 .

⁦@onaizahedu
#قناة_عينpic.twitter.com/EQmsVp4XWZ",31,180,178,1.55397E+12,3/30/2019 12:07,/iEN_tv/status/1112068862235811840
1555502361-872,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@JeddahUnited,Jeddah United,". Come and support jeddah united tomorrow 11-11-2017 @ AlJohara
.
.
#جدة_يونايتد #جدة #السعودية #مباراة #كرة_السلة #رياضة #رياضة_المرأه #الرياضة_المجتمعية #تنافس #صحة #حيوية #سيدات #ملعب_الجوهرة #رؤية_2030 #رؤية #الرياض #الدمامpic.twitter.com/OOmIlaE3Da",,2,8,1.51035E+12,11/10/2017 12:38,/JeddahUnited/status/929085976424656897
1555502361-1312,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@JKhashoggi,جمال خاشقجي,كشفت مؤتمرات تحول ٢٠٢٠ الصحفية ان بعض الوزراء يعرفون عن خطة #التحول_الوطني و #رؤية_٢٠٣٠ قدر ما نعرف نحن معشر المتلقين .,49,254,57,1.46556E+12,6/10/2016 4:03,/JKhashoggi/status/741224288754270209
1555502361-385,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Wakazmix,Cde Grenade,"Many thanks to @edmnangagwa  and team for the good work being done in revitalising the Transport sector, rovai ndima musacheuka Shumba..Zhezheudzai vachingovukuraa
#Reform_Restructure_Rebuild
#Vision_2030
#ED_My_President
@stateofthena @HMviringi @nickmangwana @TendaiChiraupic.twitter.com/hnQpBSB5zY",,,,1.55549E+12,4/17/2019 0:31,/Wakazmix/status/1118416770929504256
1555502361-1188,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@naifsmq,أبوسعود,"مطور عقاري يقول لوزير الاسكان : أزمة ""الفكر"" 
فيك أنت وزارتك
كفووووووو بيض الله وجهك كشف الحقائق
#رؤية_2030 pic.twitter.com/JVpgicPZhQ",,86,28,1.47574E+12,10/6/2016 0:46,/naifsmq/status/783936555740196864
1555502361-1083,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@KSAMOFA,وزارة الخارجية  🇸🇦,"#الجبير : حرصت حكومة المملكة عبر برنامج التحول الوطني 2020 و #رؤية_2030 على تلبية طموحات الإنسان السعودي وإحتياجاته.
#ذكرى_البيعة",1,58,24,1.48311E+12,12/30/2016 7:25,/KSAMOFA/status/814854808402358272
1555502361-421,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iu_edu,الجامعة الإسلامية 🇸🇦,"#صور من حفل افتتاح 
#معرض_التعليم_العالي8 
حيث تشارك #الجامعة_الإسلامية بجناح 
وورشة عمل #الآن حول تجربة الجامعة في تحقيق #رؤية_2030 بوصفها نموذجاً pic.twitter.com/6FcVrdOJna",,29,44,1.55489E+12,4/10/2019 3:04,/iu_edu/status/1115918561225117696
1555502361-426,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iEN_tv,قناة عين,"معالي #وزير_التعليم د.حمد آل الشيخ:

لابد من المواءمة بين مخرجات الجامعة ومدخلات #سوق_العمل لتحقيق متطلبات #التنمية ومواكبة تغيرات المستقبل، ويتعيّن على الجامعات إعادة التفكير في برامجها ومقرراتها وأساليب تعليمها للوصول إلى أهداف #رؤية_2030. 

#معرض_التعليم_العالي8pic.twitter.com/5STjCBXrqz",9,67,57,1.55489E+12,4/10/2019 2:12,/iEN_tv/status/1115905317437628416
1555502361-844,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"#محمد_بن_سلمان:

.

بدأنا نلمس نتائج #رؤية_2030 .. والمستوى المعيشي للمواطن هو صميم جهودنا .

.
#السعودية #ميزانية2018 #ميزانية_2018 

-pic.twitter.com/YGD7IWESPn",124,281,296,1.51372E+12,12/19/2017 14:16,/SaudiNews50/status/943243674598756354
1555502361-648,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiProject,مشاريع السعودية,"انتعاش مبيعات السيارات الكهربائية في #السعودية بنسبة تصل إلى 1.5 % بحلول 2020 بحسب توقعات برنامج جودة الحياة إحدى برامج #رؤية_2030 

http://bit.ly/2wjR6Eu pic.twitter.com/QH7CSZSPKq",14,152,138,1.53546E+12,8/28/2018 4:41,/SaudiProject/status/1034405496164442112
1555502361-755,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"عاجل..

الأمير #محمد_بن_سلمان: 
هدفنا هو أن نكون منطقة محورية بين #آسيا و #إفريقيا و #أوروبا وفق #رؤية_2030. 

 #ولي_العهد_في_باريس 
#السعودية_الجديدة",25,135,134,1.52338E+12,4/10/2018 10:59,/SaudiNews50/status/983766384097161216
1555502361-1180,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@temyatt,د/سلطان فهيد التمياط,"ما حدث من أخطاء في سنوات الهدر، بالإمكان استدراكه في زمن التقشف
مقال اليوم 
http://mkkh.it/2dblF2J 
#رؤية_٢٠٣٠ 
@tfrabiahpic.twitter.com/ENfWZhExO5",4,23,19,1.47626E+12,10/12/2016 1:16,/temyatt/status/786118367845425152
1555502361-1373,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@great_thinktank,VITALIS EKESA V,You talk of #vision_2030 and yet social media are your lifetime offices.#SHAME ON YOU!!!,,,,1.37473E+12,7/24/2013 21:43,/great_thinktank/status/360258923619553282
1555502361-1163,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@rabeta_ksa,رابطة المحتسبين,"الرافضة الصفوية تعد لنا العدة وتحيط بحدودنا من كل إتجاه ونحن نستعد لهم بـ #هيئة_الترفيه والغناء ، أين أهل العلم والعقلاء .
#رؤية_2030",19,121,54,1.47722E+12,10/23/2016 3:45,/rabeta_ksa/status/790142111073103872
1555502361-901,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Ahmedhakbani,أحمد بن عبدالعزيز الحقباني   🇸🇦,"ليس تغيير الهوية هدف، بل التغيير لتحقيق #رؤية_2030 هو هدفنا.  

نحن الجمارك النسخة الجديدة ! https://twitter.com/ksacustoms/status/920963599480360961 …",425,571,504,1.50842E+12,10/19/2017 5:14,/Ahmedhakbani/status/920986485624631301
1555502361-723,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hukusfof,حقوق الضعوف,"الدولة تبتعث الشباب للدراسة وتصرف عليهم ملايين الريالات وفي الآخر يرجعون وينضمون لقوائم العاطلين ..
هنا شابان سعوديان حاصلان على شهادة الهندسة من استراليا ""ابتعاث حكومي"" يفتتحان بسطة لبيع ""البليلة والبطاطس"" بعد عودتهما من استراليا بـ 6 اشهر لعدم وجود وظائف !
#رؤية_2030 pic.twitter.com/WsnXFvgLae",49,278,150,1.52708E+12,5/23/2018 5:16,/hukusfof/status/999262852610449410
1555502361-1327,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Samsung_Saudi,SamsungSaudi,Read more about #vision_2030. Download Al Tijara app now on your Galaxy S7.. Available for free on PaperGarden pic.twitter.com/Fu9HUi6NMA,,3,12,1.46374E+12,5/20/2016 4:06,/Samsung_Saudi/status/733614770507522049
1555502361-1264,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@OKAZ_online,صحيفة عكاظ,"«سعوديون».. أول فيلم عن رؤية 2030
http://www.okaz.com.sa/new/Issues/20160915/Con20160915857621.htm …
#عكاظ #رؤية_2030 pic.twitter.com/CbJNV39xqD",,16,11,1.47395E+12,9/15/2016 6:48,/OKAZ_online/status/776417440657907715
1555502361-411,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Rofoof_sa,Rofoof,"Great novel for William Shakespeare,price:20SR,to order 
https://rofoof.sa/category-422/history-and-geography/macbeth/ …
#صباح_الخير #صباح_الاثنين #english_book #novel #story  #رفوف #كتب #كتب_مستخدمة #قراءة #السعوديه #رؤية_2030 #بادر #جدة #جامعات_السعودية #ثقافة #الرياض #منشآتpic.twitter.com/VZDDh0vTKi",,,,1.55471E+12,4/7/2019 23:56,/Rofoof_sa/status/1115146321889984512
1555502361-508,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Alnimri1,عبدالله بن محسن النمري Abdullah Alnimri,"“Taif a promising market”
One of my favorite articles. It was published on @Saudi_Gazette in 2013 when @KhaledAlmaeena was its Editor in Chief. The article was a reference for further articles, researches and media content.

#vision_2030 

http://saudigazette.com.sa/article/42611/Taif-a-promising-market …https://twitter.com/Alnimri1/status/328814630564683776 …",1,1,3,1.54961E+12,2/7/2019 23:05,/Alnimri1/status/1093767862261567488
1555502361-1361,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@econ15min,Economy 15 Minute,"#vision_2030 doesn't require huge gov budget as much as it requires high level of coordination within the gov, Mohamed Bin Salman 
#Saudi",,1,,1.46159E+12,4/25/2016 7:08,/econ15min/status/724600894537535488
1555502361-654,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hureyaksa,نحو الحرية,"صحيفة فايننشال تايمز تنعى #رؤية_2030:
* بعد تعثر اكتتاب #أرامكو أصبحت الحاجة الآن هي إسقاط #رؤية_2030 
* كانت المشكلة تكمن في عدم وجود آلية لتحويل #رؤية_2030 إلى واقع عملي. الآن أضيف لها شيء آخر.. لا يوجد مال.
* مشروع #نيوم هو أمر خياليhttps://www.ft.com/content/366012be-a6cb-11e8-8ecf-a7ae1beff35b …",21,62,94,1.53519E+12,8/25/2018 1:19,/hureyaksa/status/1033267587919044608
1555502361-480,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@DrHzaman,د. حسام زمان,"وفي #إنجاز جديد لجامعتنا #جامعة_الطائف ينافس مشروع #منصة_ينمو عالمياً ممثلاً لـ #السعودية ووفق #رؤية_2030 كأحد المشاريع الريادية التي طورها نخبة من أعضاء هيئة التدريس المميزين بالجامعة. فكل الشكر والتقدير للزملاء الكرام تميزهم ، ودعواتنا وتمنياتنا لهم بالتوفيق. https://twitter.com/TaifUniversity/status/1106918873385844739 …",5,41,56,1.55275E+12,3/16/2019 9:16,/DrHzaman/status/1106952324973543424
1555502361-1075,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@makkahregion,إمارة منطقة مكة,"يدشّن أمير منطقة #مكة_المكرمة، غدا بفندق هيلتون جدة #ورشة_عمل تحديث استراتيجية التنمية في المنطقة لتتوافق مع #رؤية_2030
#استراتيجية_مكةpic.twitter.com/bQ0aNcbNob",12,162,79,1.48457E+12,1/16/2017 3:17,/makkahregion/status/820953150274367488
1555502361-529,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@altadrea,شركة التدريع للصناعة,#altadrea strive to be the first in achieving #Vision_2030 in term of localization of military industries.,,,,1.5474E+12,1/13/2019 10:39,/altadrea/status/1084520211603210241
1555502361-685,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@nasserjuhani,د. ناصر الجهني,"Success requires discipline..
@SaudiVision2030 
#رؤية_2030 
#رؤية_المملكة_2030 
#رؤية_السعودية_2030",,4,3,1.53188E+12,7/17/2018 18:39,/nasserjuhani/status/1019396230030426112
1555502361-936,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@TurkiShalhoub,تركي الشلهوب,"#السعودية: الدين العام يرتفع إلى 341 مليار ريال
.
حصاد #رؤية_2030:
إفقار للداخل
زيادة الدين العام
استنزاف للإحتياطات
http://mubasher.aljazeera.net/news/%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D8%AF%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-341-%D9%85%D9%84%D9%8A%D8%A7%D8%B1-%D8%B1%D9%8A%D8%A7%D9%84 …",22,60,50,1.50269E+12,8/13/2017 23:40,/TurkiShalhoub/status/896984735276179457
1555502361-892,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@ema__q,إيمان  ♀,"#سعوديات_نطلب_اسقاط_الولايه477

وفق #رويه_2030 نطالب بالأعتراف بإنسانيه المرأه وحقها في الأستقلال ..

#SaveAmna
#اين_امنه",8,159,112,1.50893E+12,10/25/2017 3:51,/ema__q/status/923139944541032448
1555502361-464,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Darahfoundation,دارة الملك عبدالعزيز,"#فيديو الدارة |
#الخط_المدني
قيمة معرفية أخذ به المسلمون منذ بزوغ الإسلام في كتابة الرسائل النبوية والمصاحف وتدوين السيرة والسنة النبوية والمسكوكات فيما بعد وغيرها حتى ارتبط بالثقافة الإسلامية #دارة_الملك_عبدالعزيز تبادر بمشروع يتوافق مع #رؤية_2030 لإحيائه في المشهد المعرفي pic.twitter.com/WQcPC5BDfr",1,38,54,1.55463E+12,4/7/2019 4:02,/Darahfoundation/status/1114845927087529984
1555502361-554,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"النائب العام في ذكرى البيعة الرابعة:
حكمة #خادم_الحرمين ورؤيته أسست لمرحلة انتقالية نوعية في تاريخ #المملكة.
.
#السعودية #رؤية_2030",25,50,95,1.54427E+12,12/8/2018 3:52,/SaudiNews50/status/1071371997454786561
